Focal;Neighbor;Condition;Pair;Tray;N;PN
Accroc;Accroc;Pure;Acc_Acc;N1_26;0,941;0,018895287
Accroc;Accroc;Pure;Acc_Acc;N1_26;0,417;0,006205784
Accroc;Accroc;Pure;Acc_Acc;N1_26;0,281;0,01031941
Accroc;Accroc;Pure;Acc_Acc;N1_26;0,214;0,008120179
Accroc;Accroc;Pure;Acc_Acc;N1_26;0,154;0,039227895
Accroc;Accroc;Pure;Acc_Acc;N1_26;0,77;0,005493377
Accroc;Accroc;Pure;Acc_Acc;N1_26;0,765;0,044273636
Accroc;Accroc;Pure;Acc_Acc;N1_26;0,073;0,002016129
Accroc;Accroc;Pure;Acc_Acc;K3_27;0,298;0,01785903
Accroc;Accroc;Pure;Acc_Acc;K3_27;0,48;0,025504862
Accroc;Accroc;Pure;Acc_Acc;K3_27;0,142;0,017567831
Accroc;Accroc;Pure;Acc_Acc;K3_27;0,022;0,060810811
Accroc;Accroc;Pure;Acc_Acc;K3_27;0,975;0,034104294
Accroc;Accroc;Pure;Acc_Acc;K3_27;0,98;0,076746911
Accroc;Accroc;Pure;Acc_Acc;K3_27;0,886;0,031080593
Accroc;Accroc;Pure;Acc_Acc;K3_27;0,115;0,0219363
Accroc;Accroc;Pure;Acc_Acc;N1_26;0,418;0,012690355
Accroc;Accroc;Pure;Acc_Acc;N1_26;0,223;0,050128341
Accroc;Accroc;Pure;Acc_Acc;N1_26;0,077;0,032500855
Accroc;Accroc;Pure;Acc_Acc;N1_26;0,003;0
Accroc;Accroc;Pure;Acc_Acc;N1_26;0;0
Accroc;Accroc;Pure;Acc_Acc;N1_26;0;0
Accroc;Accroc;Pure;Acc_Acc;N1_26;0;0
Accroc;Accroc;Pure;Acc_Acc;N1_26;0,003;0,052631579
Accroc;Accroc;Pure;Acc_Acc;D1_25;0;0
Accroc;Accroc;Pure;Acc_Acc;D1_25;0,94;0,050677583
Accroc;Accroc;Pure;Acc_Acc;D1_25;0,724;0,022224563
Accroc;Accroc;Pure;Acc_Acc;D1_25;0,274;0,024068579
Accroc;Accroc;Pure;Acc_Acc;D1_25;0,25;0,035947712
Accroc;Accroc;Pure;Acc_Acc;D1_25;0,253;0,031957672
Accroc;Accroc;Pure;Acc_Acc;D1_25;0,967;0,052723099
Accroc;Accroc;Pure;Acc_Acc;D1_25;0;0
Accroc;Rubisko;Mix;Acc_Rub;A4_23;0,402;0,069881149
Accroc;Rubisko;Mix;Acc_Rub;A4_23;0,505;0,025993502
Accroc;Rubisko;Mix;Acc_Rub;A4_23;0,393;0,036865649
Accroc;Rubisko;Mix;Acc_Rub;A4_23;0,926;0,037578468
Rubisko;Accroc;Mix;Rub_Acc;A4_23;0,251;0,063317073
Rubisko;Accroc;Mix;Rub_Acc;A4_23;0,211;0,015133481
Rubisko;Accroc;Mix;Rub_Acc;A4_23;0,367;0,062736884
Rubisko;Accroc;Mix;Rub_Acc;A4_23;0,426;0,076449086
Accroc;Rubisko;Mix;Acc_Rub;M1_20;0,158;0,064492622
Accroc;Rubisko;Mix;Acc_Rub;M1_20;0,099;0,052631579
Accroc;Rubisko;Mix;Acc_Rub;M1_20;0,964;0,021462106
Accroc;Rubisko;Mix;Acc_Rub;M1_20;0,868;0,057282691
Rubisko;Accroc;Mix;Rub_Acc;M1_20;0,711;0,019915971
Rubisko;Accroc;Mix;Rub_Acc;M1_20;0,966;0,008462197
Rubisko;Accroc;Mix;Rub_Acc;M1_20;0,953;0,017504757
Rubisko;Accroc;Mix;Rub_Acc;M1_20;0,967;0,028274707
Accroc;Rubisko;Mix;Acc_Rub;E1_22;0,317;0,008958256
Accroc;Rubisko;Mix;Acc_Rub;E1_22;0,973;0,035394406
Accroc;Rubisko;Mix;Acc_Rub;E1_22;0,247;0,001053602
Accroc;Rubisko;Mix;Acc_Rub;E1_22;0,976;0,056000812
Rubisko;Accroc;Mix;Rub_Acc;E1_22;0;0
Rubisko;Accroc;Mix;Rub_Acc;E1_22;0,003;0
Rubisko;Accroc;Mix;Rub_Acc;E1_22;0;0
Rubisko;Accroc;Mix;Rub_Acc;E1_22;0;0
Accroc;Rubisko;Mix;Acc_Rub;M1_20;0,973;0,024308675
Accroc;Rubisko;Mix;Acc_Rub;M1_20;0,611;0,025440908
Accroc;Rubisko;Mix;Acc_Rub;M1_20;0,973;0,056321975
Accroc;Rubisko;Mix;Acc_Rub;M1_20;0,16;0,074010654
Rubisko;Accroc;Mix;Rub_Acc;M1_20;0,036;0,112037037
Rubisko;Accroc;Mix;Rub_Acc;M1_20;0,663;0,062200957
Rubisko;Accroc;Mix;Rub_Acc;M1_20;0,01;0,095238095
Rubisko;Accroc;Mix;Rub_Acc;M1_20;0,415;0,039321075
Accroc;Apache;Mix;Acc_Apa;E1_22;0,132;0,015279673
Accroc;Apache;Mix;Acc_Apa;E1_22;0,647;0,036554551
Accroc;Apache;Mix;Acc_Apa;E1_22;0,395;0,027680891
Accroc;Apache;Mix;Acc_Apa;E1_22;0,868;0,03932141
Apache;Accroc;Mix;Apa_Acc;E1_22;0,796;0,007229447
Apache;Accroc;Mix;Apa_Acc;E1_22;0,846;0,018026488
Apache;Accroc;Mix;Apa_Acc;E1_22;0,977;0,013377926
Apache;Accroc;Mix;Apa_Acc;E1_22;0,833;0,022039299
Accroc;Apache;Mix;Acc_Apa;K2_21;0,004;0,107784431
Accroc;Apache;Mix;Acc_Apa;K2_21;0,109;0,033694048
Accroc;Apache;Mix;Acc_Apa;K2_21;0,162;0,06583191
Accroc;Apache;Mix;Acc_Apa;K2_21;0,062;0,025192143
Apache;Accroc;Mix;Apa_Acc;K2_21;0,149;0,015359741
Apache;Accroc;Mix;Apa_Acc;K2_21;0,131;0,032949309
Apache;Accroc;Mix;Apa_Acc;K2_21;0,623;0,019086294
Apache;Accroc;Mix;Apa_Acc;K2_21;0,366;0,019485349
Accroc;Apache;Mix;Acc_Apa;K2_21;0,942;0,022650602
Accroc;Apache;Mix;Acc_Apa;K2_21;0;0
Accroc;Apache;Mix;Acc_Apa;K2_21;0;0
Accroc;Apache;Mix;Acc_Apa;K2_21;0;0
Apache;Accroc;Mix;Apa_Acc;K2_21;0,981;0,023026894
Apache;Accroc;Mix;Apa_Acc;K2_21;0,979;0,011141728
Apache;Accroc;Mix;Apa_Acc;K2_21;0,982;0,008852927
Apache;Accroc;Mix;Apa_Acc;K2_21;0,441;0,007953724
Accroc;Apache;Mix;Acc_Apa;C2_28;0,979;0,023114974
Accroc;Apache;Mix;Acc_Apa;C2_28;0,918;0,034579439
Accroc;Apache;Mix;Acc_Apa;C2_28;0,637;0,012358883
Accroc;Apache;Mix;Acc_Apa;C2_28;0,307;0,078344482
Apache;Accroc;Mix;Apa_Acc;C2_28;0,981;0,053320674
Apache;Accroc;Mix;Apa_Acc;C2_28;0,721;0,016251246
Apache;Accroc;Mix;Apa_Acc;C2_28;0,57;0,043159691
Apache;Accroc;Mix;Apa_Acc;C2_28;0,984;0,025930206
Apache;Apache;Pure;Apa_Apa;J3_29;0,133;0,056875136
Apache;Apache;Pure;Apa_Apa;J3_29;0,944;0,023290506
Apache;Apache;Pure;Apa_Apa;J3_29;0,974;0,032864064
Apache;Apache;Pure;Apa_Apa;J3_29;0,959;0,017930581
Apache;Apache;Pure;Apa_Apa;J3_29;0,597;0,017613119
Apache;Apache;Pure;Apa_Apa;J3_29;0,313;0,014341715
Apache;Apache;Pure;Apa_Apa;J3_29;0,924;0,006677108
Apache;Apache;Pure;Apa_Apa;J3_29;0,977;0,010201748
Apache;Apache;Pure;Apa_Apa;J3_29;0,596;0,031491233
Apache;Apache;Pure;Apa_Apa;J3_29;0,029;0,03554724
Apache;Apache;Pure;Apa_Apa;J3_29;0,976;0,022372181
Apache;Apache;Pure;Apa_Apa;J3_29;0,479;0,030619866
Apache;Apache;Pure;Apa_Apa;J3_29;0,571;0,018573261
Apache;Apache;Pure;Apa_Apa;J3_29;0,169;0,019007793
Apache;Apache;Pure;Apa_Apa;J3_29;0,364;0,015640806
Apache;Apache;Pure;Apa_Apa;J3_29;0,214;0,061130847
Apache;Apache;Pure;Apa_Apa;M1_20;0,963;0,011686467
Apache;Apache;Pure;Apa_Apa;M1_20;0,217;0,029219858
Apache;Apache;Pure;Apa_Apa;M1_20;0,663;0,010218547
Apache;Apache;Pure;Apa_Apa;M1_20;0,974;0,018012096
Apache;Apache;Pure;Apa_Apa;M1_20;0,978;0,018998844
Apache;Apache;Pure;Apa_Apa;M1_20;0,983;0,02781805
Apache;Apache;Pure;Apa_Apa;M1_20;0,982;0,038596323
Apache;Apache;Pure;Apa_Apa;M1_20;0,963;0,014692262
Apache;Apache;Pure;Apa_Apa;M1_20;0,93;0,041186017
Apache;Apache;Pure;Apa_Apa;M1_20;0,812;0,033678417
Apache;Apache;Pure;Apa_Apa;M1_20;0,01;0,198547215
Apache;Apache;Pure;Apa_Apa;M1_20;0,977;0,044224029
Apache;Apache;Pure;Apa_Apa;M1_20;0,981;0,006862494
Apache;Apache;Pure;Apa_Apa;M1_20;0,972;0,008560978
Apache;Apache;Pure;Apa_Apa;M1_20;0,981;0,010617421
Apache;Apache;Pure;Apa_Apa;M1_20;0;0
Apache;Rubisko;Mix;Apa_Rub;K2_21;0,959;0,017140409
Apache;Rubisko;Mix;Apa_Rub;K2_21;0,068;0,035598706
Apache;Rubisko;Mix;Apa_Rub;K2_21;0,072;0,003411676
Apache;Rubisko;Mix;Apa_Rub;K2_21;0,063;0,002307692
Rubisko;Apache;Mix;Rub_Apa;K2_21;0,155;0,005539314
Rubisko;Apache;Mix;Rub_Apa;K2_21;0;0
Rubisko;Apache;Mix;Rub_Apa;K2_21;0,025;0,063909774
Rubisko;Apache;Mix;Rub_Apa;K2_21;0,044;0,007525084
Apache;Rubisko;Mix;Apa_Rub;L3_30;0,81;0,013139731
Apache;Rubisko;Mix;Apa_Rub;L3_30;0,874;0,011201047
Apache;Rubisko;Mix;Apa_Rub;L3_30;0,618;0,024207334
Apache;Rubisko;Mix;Apa_Rub;L3_30;0,105;0,022727273
Rubisko;Apache;Mix;Rub_Apa;L3_30;0,939;0,041286456
Rubisko;Apache;Mix;Rub_Apa;L3_30;0,404;0,028894592
Rubisko;Apache;Mix;Rub_Apa;L3_30;0;0
Rubisko;Apache;Mix;Rub_Apa;L3_30;0,411;0,043781328
Apache;Rubisko;Mix;Apa_Rub;N1_26;0,313;0,053621927
Apache;Rubisko;Mix;Apa_Rub;N1_26;0,194;0,025502631
Apache;Rubisko;Mix;Apa_Rub;N1_26;0,953;0,021241072
Rubisko;Apache;Mix;Rub_Apa;N1_26;0,395;0,020592152
Rubisko;Apache;Mix;Rub_Apa;N1_26;0,75;0,024249044
Rubisko;Apache;Mix;Rub_Apa;N1_26;0,008;0,046610169
Rubisko;Apache;Mix;Rub_Apa;N1_26;0,006;0,021367521
Apache;Rubisko;Mix;Apa_Rub;E1_22;0,975;0,011876675
Apache;Rubisko;Mix;Apa_Rub;E1_22;0,539;0,016814056
Apache;Rubisko;Mix;Apa_Rub;E1_22;0,061;0,012
Apache;Rubisko;Mix;Apa_Rub;E1_22;0,003;0,113636364
Rubisko;Apache;Mix;Rub_Apa;E1_22;0,004;0,027522936
Rubisko;Apache;Mix;Rub_Apa;E1_22;0,355;0,008174815
Rubisko;Apache;Mix;Rub_Apa;E1_22;0,049;0,018903592
Rubisko;Apache;Mix;Rub_Apa;E1_22;0,009;0
Accroc;Bergamo;Mix;Acc_Ber;B2_17;0;0
Accroc;Bergamo;Mix;Acc_Ber;B2_17;0;0
Accroc;Bergamo;Mix;Acc_Ber;B2_17;0;0
Accroc;Bergamo;Mix;Acc_Ber;B2_17;0;0
Bergamo;Accroc;Mix;Ber_Acc;B2_17;0,002;0,078125
Bergamo;Accroc;Mix;Ber_Acc;B2_17;0;0
Bergamo;Accroc;Mix;Ber_Acc;B2_17;0,003;0
Bergamo;Accroc;Mix;Ber_Acc;B2_17;0;0
Accroc;Bergamo;Mix;Acc_Ber;L1_10;0,001;0,166666667
Accroc;Bergamo;Mix;Acc_Ber;L1_10;0,035;0,079494799
Accroc;Bergamo;Mix;Acc_Ber;L1_10;0;0
Accroc;Bergamo;Mix;Acc_Ber;L1_10;0,035;0,007450331
Bergamo;Accroc;Mix;Ber_Acc;L1_10;0;0
Bergamo;Accroc;Mix;Ber_Acc;L1_10;0;0
Bergamo;Accroc;Mix;Ber_Acc;L1_10;0;0
Bergamo;Accroc;Mix;Ber_Acc;L1_10;0,002;0,090909091
Accroc;Bergamo;Mix;Acc_Ber;A2_11;0,171;0,077854671
Accroc;Bergamo;Mix;Acc_Ber;A2_11;0;0
Accroc;Bergamo;Mix;Acc_Ber;A2_11;0;0
Accroc;Bergamo;Mix;Acc_Ber;A2_11;0;0
Bergamo;Accroc;Mix;Ber_Acc;A2_11;0;0
Bergamo;Accroc;Mix;Ber_Acc;A2_11;0;0
Bergamo;Accroc;Mix;Ber_Acc;A2_11;0;0
Bergamo;Accroc;Mix;Ber_Acc;A2_11;0;0
Accroc;Bergamo;Mix;Acc_Ber;L1_10;0,04;0,062656642
Accroc;Bergamo;Mix;Acc_Ber;L1_10;0;0
Accroc;Bergamo;Mix;Acc_Ber;L1_10;0;0
Accroc;Bergamo;Mix;Acc_Ber;L1_10;0,342;0,02761031
Bergamo;Accroc;Mix;Ber_Acc;L1_10;0,065;0
Bergamo;Accroc;Mix;Ber_Acc;L1_10;0;0
Bergamo;Accroc;Mix;Ber_Acc;L1_10;0;0
Bergamo;Accroc;Mix;Ber_Acc;L1_10;0;0
Apache;Bergamo;Mix;Apa_Ber;H3_13;0,778;0,008080288
Apache;Bergamo;Mix;Apa_Ber;H3_13;0,112;0,02126044
Apache;Bergamo;Mix;Apa_Ber;H3_13;0,2;0,057151497
Apache;Bergamo;Mix;Apa_Ber;H3_13;0,425;0,030286444
Bergamo;Apache;Mix;Ber_Apa;H3_13;0;0
Bergamo;Apache;Mix;Ber_Apa;H3_13;0,033;0,064253394
Bergamo;Apache;Mix;Ber_Apa;H3_13;0,975;0,005288617
Bergamo;Apache;Mix;Ber_Apa;H3_13;0,964;0,009613744
Apache;Bergamo;Mix;Apa_Ber;J4_9;0;0
Apache;Bergamo;Mix;Apa_Ber;J4_9;0,008;0,081168831
Apache;Bergamo;Mix;Apa_Ber;J4_9;0,254;0,036063189
Apache;Bergamo;Mix;Apa_Ber;J4_9;0,177;0,017692452
Bergamo;Apache;Mix;Ber_Apa;J4_9;0;0
Bergamo;Apache;Mix;Ber_Apa;J4_9;0;0
Bergamo;Apache;Mix;Ber_Apa;J4_9;0;0
Bergamo;Apache;Mix;Ber_Apa;J4_9;0,851;0,003335471
Apache;Bergamo;Mix;Apa_Ber;L4_8;0;0
Apache;Bergamo;Mix;Apa_Ber;L4_8;0;0
Apache;Bergamo;Mix;Apa_Ber;L4_8;0,002;0
Apache;Bergamo;Mix;Apa_Ber;L4_8;0,141;0,011976048
Bergamo;Apache;Mix;Ber_Apa;L4_8;0;0
Bergamo;Apache;Mix;Ber_Apa;L4_8;0;0
Bergamo;Apache;Mix;Ber_Apa;L4_8;0;0
Bergamo;Apache;Mix;Ber_Apa;L4_8;0;0
Apache;Bergamo;Mix;Apa_Ber;L4_8;0;0
Apache;Bergamo;Mix;Apa_Ber;L4_8;0,003;0
Apache;Bergamo;Mix;Apa_Ber;L4_8;0,007;0,126712329
Apache;Bergamo;Mix;Apa_Ber;L4_8;0,007;0,143410853
Bergamo;Apache;Mix;Ber_Apa;L4_8;0;0
Bergamo;Apache;Mix;Ber_Apa;L4_8;0,003;0,155555556
Bergamo;Apache;Mix;Ber_Apa;L4_8;0;0
Bergamo;Apache;Mix;Ber_Apa;L4_8;0,011;0
Bergamo;Bergamo;Pure;Ber_Ber;F4_14;0;0
Bergamo;Bergamo;Pure;Ber_Ber;F4_14;0,883;0,002782987
Bergamo;Bergamo;Pure;Ber_Ber;F4_14;0,338;0,000777173
Bergamo;Bergamo;Pure;Ber_Ber;F4_14;0,966;0,003274439
Bergamo;Bergamo;Pure;Ber_Ber;F4_14;0,098;0
Bergamo;Bergamo;Pure;Ber_Ber;F4_14;0;0
Bergamo;Bergamo;Pure;Ber_Ber;F4_14;0,097;0,007223942
Bergamo;Bergamo;Pure;Ber_Ber;F4_14;0;0
Bergamo;Bergamo;Pure;Ber_Ber;I2_12;0;0
Bergamo;Bergamo;Pure;Ber_Ber;I2_12;0;0
Bergamo;Bergamo;Pure;Ber_Ber;I2_12;0,063;0,032409827
Bergamo;Bergamo;Pure;Ber_Ber;I2_12;0;0
Bergamo;Bergamo;Pure;Ber_Ber;I2_12;0,19;0,031010795
Bergamo;Bergamo;Pure;Ber_Ber;I2_12;0,047;0
Bergamo;Bergamo;Pure;Ber_Ber;I2_12;0;0
Bergamo;Bergamo;Pure;Ber_Ber;I2_12;0,095;0,070228495
Bergamo;Bergamo;Pure;Ber_Ber;L1_10;0,364;0
Bergamo;Bergamo;Pure;Ber_Ber;L1_10;0;0
Bergamo;Bergamo;Pure;Ber_Ber;L1_10;0;0
Bergamo;Bergamo;Pure;Ber_Ber;L1_10;0;0
Bergamo;Bergamo;Pure;Ber_Ber;L1_10;0;0
Bergamo;Bergamo;Pure;Ber_Ber;L1_10;0;0
Bergamo;Bergamo;Pure;Ber_Ber;L1_10;0,077;0,003764115
Bergamo;Bergamo;Pure;Ber_Ber;L1_10;0,925;0,001559367
Bergamo;Bergamo;Pure;Ber_Ber;F4_14;0;0
Bergamo;Bergamo;Pure;Ber_Ber;F4_14;0,091;0,000698568
Bergamo;Bergamo;Pure;Ber_Ber;F4_14;0;0
Bergamo;Bergamo;Pure;Ber_Ber;F4_14;0,952;0,001984127
Bergamo;Bergamo;Pure;Ber_Ber;F4_14;0,062;0,00143747
Bergamo;Bergamo;Pure;Ber_Ber;F4_14;0,868;0,002329028
Bergamo;Bergamo;Pure;Ber_Ber;F4_14;0,139;0,002294748
Bergamo;Bergamo;Pure;Ber_Ber;F4_14;0,915;0,001522281
Bergamo;Fructidor;Mix;Ber_Fru;L2_18;0,348;0,001430104
Bergamo;Fructidor;Mix;Ber_Fru;L2_18;0,393;0,004368508
Bergamo;Fructidor;Mix;Ber_Fru;L2_18;0;0
Bergamo;Fructidor;Mix;Ber_Fru;L2_18;0,036;0,020590868
Fructidor;Bergamo;Mix;Fru_Ber;L2_18;0,308;0,003073988
Fructidor;Bergamo;Mix;Fru_Ber;L2_18;0;0
Fructidor;Bergamo;Mix;Fru_Ber;L2_18;0;0
Fructidor;Bergamo;Mix;Fru_Ber;L2_18;0;0
Bergamo;Fructidor;Mix;Ber_Fru;H3_13;0,06;0,0241773
Bergamo;Fructidor;Mix;Ber_Fru;H3_13;0;0
Bergamo;Fructidor;Mix;Ber_Fru;H3_13;0,838;0,001574352
Bergamo;Fructidor;Mix;Ber_Fru;H3_13;0,707;0,017707083
Fructidor;Bergamo;Mix;Fru_Ber;H3_13;0,021;0
Fructidor;Bergamo;Mix;Fru_Ber;H3_13;0,006;0
Fructidor;Bergamo;Mix;Fru_Ber;H3_13;0,036;0
Fructidor;Bergamo;Mix;Fru_Ber;H3_13;0,089;0,008695652
Bergamo;Fructidor;Mix;Ber_Fru;A2_11;0,161;0,011487539
Bergamo;Fructidor;Mix;Ber_Fru;A2_11;0,538;0,006671252
Bergamo;Fructidor;Mix;Ber_Fru;A2_11;0,857;0,010590015
Bergamo;Fructidor;Mix;Ber_Fru;A2_11;0,469;0,00172295
Fructidor;Bergamo;Mix;Fru_Ber;A2_11;0,978;0,002645198
Fructidor;Bergamo;Mix;Fru_Ber;A2_11;0,475;0,001577395
Fructidor;Bergamo;Mix;Fru_Ber;A2_11;0,232;0,002379461
Fructidor;Bergamo;Mix;Fru_Ber;A2_11;0,001;0,24137931
Bergamo;Fructidor;Mix;Ber_Fru;J4_9;0;0
Bergamo;Fructidor;Mix;Ber_Fru;J4_9;0;0
Bergamo;Fructidor;Mix;Ber_Fru;J4_9;0,556;0,002837733
Bergamo;Fructidor;Mix;Ber_Fru;J4_9;0;0
Fructidor;Bergamo;Mix;Fru_Ber;J4_9;0,09;0,004374453
Fructidor;Bergamo;Mix;Fru_Ber;J4_9;0;0
Fructidor;Bergamo;Mix;Fru_Ber;J4_9;0,949;0,002169825
Fructidor;Bergamo;Mix;Fru_Ber;J4_9;0;0
Bergamo;Ghayta;Mix;Ber_Gha;N3_16;0;0
Bergamo;Ghayta;Mix;Ber_Gha;N3_16;0;0
Bergamo;Ghayta;Mix;Ber_Gha;N3_16;0,655;0,006255099
Bergamo;Ghayta;Mix;Ber_Gha;N3_16;0;0
Ghayta;Bergamo;Mix;Gha_Ber;N3_16;0,247;0,042557788
Ghayta;Bergamo;Mix;Gha_Ber;N3_16;0,017;0,039087948
Ghayta;Bergamo;Mix;Gha_Ber;N3_16;0;0,857142857
Ghayta;Bergamo;Mix;Gha_Ber;N3_16;0,033;0
Bergamo;Ghayta;Mix;Ber_Gha;H3_13;0,965;0,025240238
Bergamo;Ghayta;Mix;Ber_Gha;H3_13;0,227;0,037292329
Bergamo;Ghayta;Mix;Ber_Gha;H3_13;0,774;0,015243902
Bergamo;Ghayta;Mix;Ber_Gha;H3_13;0;0
Ghayta;Bergamo;Mix;Gha_Ber;H3_13;0,129;0,020021763
Ghayta;Bergamo;Mix;Gha_Ber;H3_13;0,054;0,051756885
Ghayta;Bergamo;Mix;Gha_Ber;H3_13;0,003;0,100719424
Ghayta;Bergamo;Mix;Gha_Ber;H3_13;0,192;0,004289544
Bergamo;Ghayta;Mix;Ber_Gha;F4_14;0,326;0,000913868
Bergamo;Ghayta;Mix;Ber_Gha;F4_14;0,064;0,027698185
Bergamo;Ghayta;Mix;Ber_Gha;F4_14;0;0
Bergamo;Ghayta;Mix;Ber_Gha;F4_14;0,414;0,002357905
Ghayta;Bergamo;Mix;Gha_Ber;F4_14;0,154;0,003899396
Ghayta;Bergamo;Mix;Gha_Ber;F4_14;0,067;0,085061363
Ghayta;Bergamo;Mix;Gha_Ber;F4_14;0,141;0,006630044
Ghayta;Bergamo;Mix;Gha_Ber;F4_14;0,974;0,001099279
Bergamo;Ghayta;Mix;Ber_Gha;J4_9;0,112;0,006900878
Bergamo;Ghayta;Mix;Ber_Gha;J4_9;0;0
Bergamo;Ghayta;Mix;Ber_Gha;J4_9;0;0
Bergamo;Ghayta;Mix;Ber_Gha;J4_9;0,001;0
Ghayta;Bergamo;Mix;Gha_Ber;J4_9;0;0
Ghayta;Bergamo;Mix;Gha_Ber;J4_9;0;0
Ghayta;Bergamo;Mix;Gha_Ber;J4_9;0;0
Ghayta;Bergamo;Mix;Gha_Ber;J4_9;0,023;0,018390805
Bergamo;Rubisko;Mix;Ber_Rub;H3_13;0,025;0,025766871
Bergamo;Rubisko;Mix;Ber_Rub;H3_13;0,025;0,041617122
Bergamo;Rubisko;Mix;Ber_Rub;H3_13;0,057;0,003608247
Bergamo;Rubisko;Mix;Ber_Rub;H3_13;0,744;0,002018783
Rubisko;Bergamo;Mix;Rub_Ber;H3_13;0;0
Rubisko;Bergamo;Mix;Rub_Ber;H3_13;0,065;0,033574007
Rubisko;Bergamo;Mix;Rub_Ber;H3_13;0,153;0,041372913
Rubisko;Bergamo;Mix;Rub_Ber;H3_13;0,016;0,155279503
Bergamo;Rubisko;Mix;Ber_Rub;F4_14;0,353;0,003513395
Bergamo;Rubisko;Mix;Ber_Rub;F4_14;0;0
Bergamo;Rubisko;Mix;Ber_Rub;F4_14;0,768;0,003498897
Bergamo;Rubisko;Mix;Ber_Rub;F4_14;0,548;0,001838742
Rubisko;Bergamo;Mix;Rub_Ber;F4_14;0;0
Rubisko;Bergamo;Mix;Rub_Ber;F4_14;0,526;0,042142947
Rubisko;Bergamo;Mix;Rub_Ber;F4_14;0;0
Rubisko;Bergamo;Mix;Rub_Ber;F4_14;0,002;0,430232558
Bergamo;Rubisko;Mix;Ber_Rub;H3_13;0;0
Bergamo;Rubisko;Mix;Ber_Rub;H3_13;0,007;0,016949153
Bergamo;Rubisko;Mix;Ber_Rub;H3_13;0,116;0,02181146
Bergamo;Rubisko;Mix;Ber_Rub;H3_13;0,261;0,000152625
Rubisko;Bergamo;Mix;Rub_Ber;H3_13;0,462;0,077291433
Rubisko;Bergamo;Mix;Rub_Ber;H3_13;0;0
Rubisko;Bergamo;Mix;Rub_Ber;H3_13;0,029;0,085087719
Rubisko;Bergamo;Mix;Rub_Ber;H3_13;0,004;0,245283019
Bergamo;Rubisko;Mix;Ber_Rub;I2_12;0,002;0
Bergamo;Rubisko;Mix;Ber_Rub;I2_12;0,048;0,030555556
Bergamo;Rubisko;Mix;Ber_Rub;I2_12;0,073;0,046147333
Bergamo;Rubisko;Mix;Ber_Rub;I2_12;0,023;0,025735294
Rubisko;Bergamo;Mix;Rub_Ber;I2_12;0;0
Rubisko;Bergamo;Mix;Rub_Ber;I2_12;0;0
Rubisko;Bergamo;Mix;Rub_Ber;I2_12;0,344;0,039612112
Rubisko;Bergamo;Mix;Rub_Ber;I2_12;0,57;0,068462727
Bergamo;SYMattis;Mix;Ber_SYM;L2_18;0,002;0,833333333
Bergamo;SYMattis;Mix;Ber_SYM;L2_18;0,011;0,024615385
Bergamo;SYMattis;Mix;Ber_SYM;L2_18;0;0
Bergamo;SYMattis;Mix;Ber_SYM;L2_18;0,115;0,002390915
SYMattis;Bergamo;Mix;SYM_Ber;L2_18;0,04;0,036801132
SYMattis;Bergamo;Mix;SYM_Ber;L2_18;0;0
SYMattis;Bergamo;Mix;SYM_Ber;L2_18;0;0
SYMattis;Bergamo;Mix;SYM_Ber;L2_18;0,407;0,006498622
Bergamo;SYMattis;Mix;Ber_SYM;N3_16;0;0
Bergamo;SYMattis;Mix;Ber_SYM;N3_16;0;0
Bergamo;SYMattis;Mix;Ber_SYM;N3_16;0;0
Bergamo;SYMattis;Mix;Ber_SYM;N3_16;0,023;0,027104137
SYMattis;Bergamo;Mix;SYM_Ber;N3_16;0,006;0
SYMattis;Bergamo;Mix;SYM_Ber;N3_16;0,001;0,166666667
SYMattis;Bergamo;Mix;SYM_Ber;N3_16;0;0
SYMattis;Bergamo;Mix;SYM_Ber;N3_16;0;0
Bergamo;SYMattis;Mix;Ber_SYM;I1_15;0;0
Bergamo;SYMattis;Mix;Ber_SYM;I1_15;0;0
Bergamo;SYMattis;Mix;Ber_SYM;I1_15;0,002;0,148148148
Bergamo;SYMattis;Mix;Ber_SYM;I1_15;0;0
SYMattis;Bergamo;Mix;SYM_Ber;I1_15;0,037;0,013513514
SYMattis;Bergamo;Mix;SYM_Ber;I1_15;0,006;0,048076923
SYMattis;Bergamo;Mix;SYM_Ber;I1_15;0,072;0,016646366
SYMattis;Bergamo;Mix;SYM_Ber;I1_15;0,062;0,040540541
Bergamo;SYMattis;Mix;Ber_SYM;F4_14;0;0
Bergamo;SYMattis;Mix;Ber_SYM;F4_14;0;0
Bergamo;SYMattis;Mix;Ber_SYM;F4_14;0;0
Bergamo;SYMattis;Mix;Ber_SYM;F4_14;0;0
SYMattis;Bergamo;Mix;SYM_Ber;F4_14;0;0
SYMattis;Bergamo;Mix;SYM_Ber;F4_14;0;0
SYMattis;Bergamo;Mix;SYM_Ber;F4_14;0,03;0,050045496
SYMattis;Bergamo;Mix;SYM_Ber;F4_14;0;0
Accroc;Centurion;Mix;Acc_Cen;J2_13;0,174;0,033080366
Accroc;Centurion;Mix;Acc_Cen;J2_13;0,26;0,032849104
Accroc;Centurion;Mix;Acc_Cen;J2_13;0,355;0,049085659
Accroc;Centurion;Mix;Acc_Cen;J2_13;0,138;0,038899431
Centurion;Accroc;Mix;Cen_Acc;J2_13;0;0
Centurion;Accroc;Mix;Cen_Acc;J2_13;0,005;0,028776978
